date,tavg,tmin,tmax,prcp,snow,wdir,wspd,wpgt,pres,tsun,windturbines_mw
2011-01-01,2.1,0.7,3.4,0.5,153.3,268.3,20.0,44.2,1015.3,90,518229.0
2011-01-02,0.6,-1.4,2.0,0.1,96.7,283.3,12.1,28.3,1018.5,70,83077.0
2011-01-03,-1.0,-2.8,0.7,0.5,90.0,259.7,8.8,21.7,1021.1,32,73095.0
2011-01-04,-1.1,-4.4,0.3,0.0,90.0,190.7,12.2,29.1,1017.7,40,376606.0
2011-01-05,-4.1,-6.4,-0.9,2.3,83.3,155.7,15.8,33.7,1011.9,268,216599.0
2011-01-06,2.0,-2.9,5.8,8.1,73.3,163.0,16.1,37.2,998.8,0,224738.0
2011-01-07,4.4,2.5,6.3,2.5,26.7,166.0,12.2,34.8,1006.5,2,202544.0
2011-01-08,8.3,5.0,11.4,3.4,13.3,177.0,16.3,52.1,1004.8,118,16557.0
2011-01-09,4.8,1.0,9.3,0.9,0.0,234.0,12.1,34.2,1009.8,24,22913.0
2011-01-10,0.9,-2.7,3.7,0.0,0.0,181.3,11.6,26.6,1020.8,182,15518.0
2011-01-11,1.4,-1.8,4.4,1.1,0.0,146.0,14.6,36.8,1010.0,64,105100.0
2011-01-12,4.1,2.7,6.0,8.6,0.0,222.7,16.1,40.4,1012.1,18,357085.0
2011-01-13,7.2,5.1,10.3,9.4,0.0,226.0,10.3,37.5,1008.8,0,167369.0
2011-01-14,10.2,8.6,11.3,8.6,0.0,235.7,16.7,37.9,1009.6,0,360219.0
2011-01-15,8.4,6.5,9.9,0.9,0.0,235.7,17.9,42.6,1018.1,46,397129.0
2011-01-16,8.3,5.6,11.1,0.0,0.0,201.3,16.8,32.8,1022.4,96,299042.0
2011-01-17,6.2,3.9,9.4,0.6,0.0,179.7,11.8,28.7,1022.0,220,171133.0
2011-01-18,5.8,3.4,8.8,1.7,0.0,246.7,12.1,40.6,1022.2,16,175946.0
2011-01-19,3.2,1.2,4.9,2.4,0.0,295.3,10.8,29.5,1026.0,26,70275.0
2011-01-20,0.7,-1.2,2.1,0.1,3.3,348.7,10.8,27.6,1029.0,12,60574.0
2011-01-21,-0.5,-1.7,0.6,0.7,0.0,301.7,9.1,22.0,1033.3,48,46772.0
2011-01-22,0.2,-1.3,1.8,0.4,3.3,205.3,7.7,19.0,1030.4,72,41760.0
2011-01-23,1.4,-0.1,2.5,0.6,0.0,314.0,8.3,24.2,1024.9,0,58551.0
2011-01-24,2.2,0.6,4.0,2.3,6.7,262.3,10.1,26.9,1021.4,0,100626.0
2011-01-25,2.9,0.8,4.8,3.3,0.0,266.7,17.0,44.9,1007.7,20,298903.0
2011-01-26,0.9,-1.6,2.5,0.3,0.0,139.7,10.7,28.1,1009.7,2,93853.0
2011-01-27,-1.1,-3.9,0.8,0.0,0.0,43.0,11.8,28.0,1021.2,104,69897.0
2011-01-28,-2.5,-5.6,1.3,0.0,0.0,71.0,8.7,27.4,1026.2,364,67752.0
2011-01-29,-3.5,-7.6,1.1,0.0,0.0,76.3,5.3,17.4,1022.1,308,42867.0
2011-01-30,-3.9,-7.1,-0.5,0.0,0.0,133.0,4.7,15.0,1022.2,96,9603.0
2011-01-31,-4.1,-6.0,-2.9,0.0,0.0,170.3,6.2,16.2,1025.2,0,9203.0
2011-02-01,-3.6,-4.9,-1.9,0.7,0.0,207.7,12.4,26.3,1025.2,0,212079.0
2011-02-02,0.2,-2.1,1.8,1.0,6.7,203.7,15.6,33.9,1025.9,16,259000.0
2011-02-03,2.7,0.3,5.3,1.5,0.0,216.0,17.3,34.8,1022.4,102,146157.0
2011-02-04,6.0,1.8,9.5,7.0,0.0,219.3,29.3,59.0,1015.5,0,70694.0
2011-02-05,9.3,7.8,10.8,13.2,0.0,248.0,28.9,63.2,1014.5,0,202162.0
2011-02-06,9.0,7.2,10.5,4.6,0.0,248.0,22.0,54.5,1018.7,4,92388.0
2011-02-07,8.2,4.8,11.2,0.3,0.0,216.7,22.4,54.6,1015.9,196,466995.0
2011-02-08,5.9,0.4,8.8,0.0,0.0,274.7,20.4,54.2,1019.1,270,37552.0
2011-02-09,2.7,-1.8,6.9,0.0,0.0,211.0,10.1,24.8,1023.3,340,11246.0
2011-02-10,4.7,0.6,7.9,6.1,0.0,169.0,13.8,30.7,1016.2,72,15637.0
2011-02-11,6.1,3.1,8.2,10.0,0.0,278.3,15.6,46.2,1010.2,54,65153.0
2011-02-12,2.0,0.4,4.3,1.9,0.0,92.3,16.0,42.7,1018.2,228,398658.0
2011-02-13,2.0,0.1,3.7,0.0,3.3,126.0,16.1,36.2,1013.6,84,193488.0
2011-02-14,2.1,0.6,3.6,1.7,3.3,111.3,22.0,45.3,1011.0,52,363374.0
2011-02-15,0.7,-1.8,3.3,0.8,0.0,122.0,19.8,41.8,1004.4,104,396518.0
2011-02-16,1.7,-1.2,4.7,0.0,16.7,114.0,15.0,33.5,1003.0,120,194963.0
2011-02-17,0.2,-2.8,3.8,0.0,0.0,96.0,11.9,28.1,1007.4,258,99463.0
2011-02-18,-0.2,-1.0,0.7,0.0,0.0,67.3,11.4,23.5,1016.2,0,38556.0
2011-02-19,-0.2,-1.4,1.0,0.0,0.0,78.0,15.4,32.5,1020.1,0,93701.0
2011-02-20,-2.3,-5.3,-0.4,0.0,0.0,87.3,17.2,34.6,1021.7,182,156965.0
2011-02-21,-4.4,-7.3,-1.6,0.0,0.0,90.7,14.9,30.7,1022.3,252,120412.0
2011-02-22,-5.9,-9.5,-1.3,0.0,0.0,92.7,11.4,29.4,1022.6,552,61240.0
2011-02-23,-5.1,-9.2,-0.6,0.2,0.0,120.0,14.4,31.7,1027.0,344,76154.0
2011-02-24,-2.1,-5.6,2.0,0.4,3.3,122.0,14.9,29.3,1027.1,124,152000.0
2011-02-25,-0.2,-4.4,4.4,0.0,0.0,120.0,15.5,34.9,1030.2,262,157628.0
2011-02-26,2.1,-2.0,7.3,1.5,0.0,132.0,17.4,38.1,1018.9,292,236622.0
2011-02-27,1.9,-1.7,4.6,1.6,0.0,161.0,15.4,36.6,1013.6,164,136521.0
2011-02-28,2.7,-0.8,6.5,0.0,0.0,159.3,8.4,22.7,1025.8,154,46944.0
2011-03-01,1.4,-3.2,6.0,0.0,0.0,42.7,10.5,33.8,1035.2,368,75372.0
2011-03-02,0.8,-3.9,6.2,0.0,0.0,50.3,12.2,35.5,1036.5,392,438847.0
2011-03-03,0.4,-4.9,7.2,0.0,0.0,44.0,9.4,27.7,1033.6,516,72419.0
2011-03-04,-0.0,-5.7,6.6,0.0,0.0,238.0,6.6,19.4,1031.4,476,129268.0
2011-03-05,1.1,-4.0,6.7,0.0,0.0,196.7,13.3,36.5,1025.1,274,105942.0
2011-03-06,1.0,-4.0,6.8,0.0,0.0,238.7,11.0,32.9,1029.3,580,81956.0
2011-03-07,0.9,-5.3,6.9,0.0,0.0,122.3,11.4,32.5,1035.1,626,467046.0
2011-03-08,3.4,-3.7,11.1,0.0,0.0,150.7,13.0,31.8,1025.3,624,96068.0
2011-03-09,6.1,1.1,11.9,0.9,0.0,216.7,17.3,57.3,1014.2,178,48414.0
2011-03-10,6.8,2.1,10.4,2.3,0.0,222.0,22.7,57.6,1011.2,166,88442.0
2011-03-11,7.1,1.6,11.3,0.0,0.0,250.0,19.4,52.4,1013.3,234,127656.0
2011-03-12,7.5,0.2,14.2,0.2,0.0,150.7,11.5,30.6,1010.3,418,592749.0
2011-03-13,10.0,4.7,15.8,1.2,0.0,153.0,8.9,28.1,1006.1,170,56571.0
2011-03-14,9.8,7.0,12.1,0.9,0.0,158.0,5.6,18.7,1014.6,6,13917.0
2011-03-15,8.0,2.8,12.3,0.0,0.0,77.0,14.5,37.6,1019.8,158,192384.0
2011-03-16,5.4,1.5,8.9,0.8,0.0,70.3,18.7,43.2,1015.0,150,351209.0
2011-03-17,4.4,3.1,5.4,3.1,0.0,140.0,15.4,37.2,1009.5,0,198638.0
2011-03-18,4.2,2.6,6.2,2.5,0.0,285.0,14.3,37.3,1019.0,0,227317.0
2011-03-19,5.0,-0.8,10.4,0.0,0.0,220.0,11.6,35.6,1030.3,440,106921.0
2011-03-20,4.1,-2.3,10.3,0.0,0.0,231.3,7.9,22.3,1033.6,524,34839.0
2011-03-21,6.0,-2.2,13.4,0.0,0.0,190.3,7.8,24.2,1034.6,556,69725.0
2011-03-22,8.2,0.3,15.9,0.0,0.0,194.3,11.0,33.9,1035.5,608,139455.0
2011-03-23,7.8,1.5,14.4,0.0,0.0,207.7,11.3,31.0,1037.6,626,145588.0
2011-03-24,9.1,1.8,16.5,0.0,0.0,216.0,13.7,39.0,1032.2,554,292710.0
2011-03-25,8.3,2.9,12.8,0.1,0.0,204.0,13.1,37.7,1018.3,194,199561.0
2011-03-26,5.3,0.1,9.4,0.3,0.0,229.7,10.6,34.6,1015.8,298,86761.0
2011-03-27,4.7,-0.5,11.4,0.0,0.0,133.3,7.4,22.1,1015.3,484,21446.0
2011-03-28,4.9,-1.8,11.4,0.0,0.0,181.7,12.1,38.3,1013.6,482,141428.0
2011-03-29,6.1,-2.7,14.3,0.0,0.0,199.3,8.5,27.1,1015.2,636,55616.0
2011-03-30,8.7,-0.7,16.2,0.2,0.0,130.7,6.5,21.6,1014.5,314,32550.0
2011-03-31,11.7,8.5,14.8,2.7,0.0,204.0,16.4,41.5,1013.8,20,258100.0
2011-04-01,13.4,10.3,17.2,0.0,0.0,252.0,17.0,44.6,1019.0,228,94341.0
2011-04-02,16.1,10.1,22.5,0.0,0.0,165.0,12.8,33.2,1016.7,512,801520.0
2011-04-03,13.6,8.7,18.4,4.8,0.0,229.7,9.6,29.3,1012.0,212,28588.0
2011-04-04,10.0,5.9,14.5,0.4,0.0,280.7,12.0,37.5,1018.0,176,132702.0
2011-04-05,9.8,4.5,14.0,0.2,0.0,228.3,16.5,49.0,1023.3,116,86796.0
2011-04-06,13.3,9.8,17.4,0.1,0.0,230.0,15.6,38.2,1024.1,152,71228.0
2011-04-07,13.3,7.1,19.3,0.0,0.0,293.7,23.3,56.9,1020.5,406,164225.0
2011-04-08,10.2,5.2,16.1,0.0,0.0,287.7,25.4,64.2,1019.8,324,54753.0
2011-04-09,10.0,3.4,15.9,0.0,0.0,310.3,16.3,36.1,1022.0,666,86684.0
2011-04-10,10.6,1.1,19.4,0.0,0.0,224.0,8.2,25.8,1023.8,666,234286.0
2011-04-11,13.5,4.5,21.8,1.6,0.0,237.7,9.5,34.1,1018.4,520,131223.0
2011-04-12,8.6,4.9,12.4,1.6,0.0,288.3,27.2,68.8,1015.8,200,496391.0
2011-04-13,7.1,3.1,10.9,2.0,0.0,297.0,22.7,53.9,1016.5,230,581597.0
2011-04-14,7.4,2.2,11.4,0.4,0.0,233.3,9.0,28.8,1018.5,228,87115.0
2011-04-15,8.6,1.1,15.3,0.0,0.0,267.7,6.6,23.9,1021.1,426,18725.0
2011-04-16,9.8,0.6,16.3,0.0,0.0,228.7,6.5,23.9,1022.6,382,22584.0
2011-04-17,11.8,5.7,17.2,0.0,0.0,214.7,8.5,30.3,1024.4,374,31306.0
2011-04-18,12.0,2.4,19.5,0.0,0.0,212.3,6.5,29.3,1022.0,726,20091.0
2011-04-19,14.5,6.0,21.7,0.0,0.0,108.7,9.9,32.3,1018.1,742,69442.0
2011-04-20,14.9,5.9,22.9,0.0,0.0,101.3,8.1,26.0,1017.1,756,60084.0
2011-04-21,15.8,6.6,23.9,0.0,0.0,90.0,8.3,28.3,1016.3,752,40137.0
2011-04-22,16.9,6.9,24.8,0.1,0.0,86.3,10.8,34.2,1013.4,732,114739.0
2011-04-23,17.9,10.7,24.7,0.0,0.0,75.3,14.5,36.7,1013.8,674,230876.0
2011-04-24,15.9,7.3,23.4,0.0,0.0,80.7,11.5,33.4,1017.9,762,142379.0
2011-04-25,14.2,6.2,21.1,0.0,0.0,59.7,10.4,32.6,1020.9,598,98792.0
2011-04-26,14.2,5.9,21.0,5.8,0.0,39.7,10.7,48.2,1019.5,568,52937.0
2011-04-27,13.4,9.3,18.8,1.4,0.0,147.3,10.1,29.3,1017.8,246,46118.0
2011-04-28,13.6,8.8,20.1,0.2,0.0,153.3,11.0,45.2,1015.5,222,146989.0
2011-04-29,14.7,9.0,21.9,0.5,0.0,68.7,17.4,51.2,1014.4,582,311718.0
2011-04-30,13.8,8.2,19.2,0.0,0.0,61.3,20.9,48.2,1013.2,770,337011.0
2011-05-01,10.9,4.6,16.8,0.0,0.0,52.3,15.5,43.0,1013.4,796,235605.0
2011-05-02,7.9,1.7,13.0,0.1,0.0,49.3,16.3,45.5,1013.2,390,859007.0
2011-05-03,7.4,0.9,13.4,0.4,0.0,139.0,11.5,37.3,1015.5,546,216696.0
2011-05-04,7.4,0.4,13.4,0.0,0.0,218.0,9.9,37.8,1019.8,426,195825.0
2011-05-05,9.5,-0.3,16.9,0.0,0.0,216.0,7.0,30.6,1023.9,762,36624.0
2011-05-06,14.5,5.0,22.5,0.0,0.0,138.3,9.7,28.0,1022.1,742,134747.0
2011-05-07,18.0,9.8,25.6,0.0,0.0,111.3,15.5,42.1,1021.7,810,19906.0
2011-05-08,17.9,10.7,25.0,0.0,0.0,100.3,17.9,41.4,1023.1,798,43125.0
2011-05-09,18.9,10.5,25.8,0.0,0.0,119.0,16.5,42.2,1025.3,830,117870.0
2011-05-10,18.5,9.4,26.5,0.4,0.0,134.0,8.6,35.5,1024.6,622,198835.0
2011-05-11,17.2,10.3,24.2,0.5,0.0,224.3,8.5,32.9,1020.5,478,130653.0
2011-05-12,15.1,9.3,21.8,1.9,0.0,306.3,9.5,46.2,1016.2,288,485816.0
2011-05-13,13.1,6.4,19.2,0.1,0.0,231.0,12.0,33.6,1019.4,456,134115.0
2011-05-14,12.7,6.7,19.3,2.2,0.0,237.0,12.5,45.1,1014.8,292,94858.0
2011-05-15,10.8,6.2,15.9,2.7,0.0,274.0,15.2,48.8,1018.4,332,161044.0
2011-05-16,11.4,6.9,14.7,3.9,0.0,242.0,16.7,42.0,1019.3,48,284343.0
2011-05-17,14.2,10.5,18.3,0.8,0.0,251.7,16.3,40.5,1017.9,166,242294.0
2011-05-18,16.3,9.2,22.6,0.0,0.0,197.0,10.3,32.2,1016.5,416,47974.0
2011-05-19,16.3,10.8,21.7,1.3,0.0,161.3,8.6,35.7,1016.2,348,51937.0
2011-05-20,16.3,10.5,22.3,0.2,0.0,181.0,6.1,30.8,1018.1,396,19652.0
2011-05-21,17.6,10.5,24.2,0.0,0.0,143.7,7.5,25.3,1020.5,600,43193.0
2011-05-22,17.9,10.0,26.2,5.1,0.0,161.0,15.5,58.4,1016.4,444,183254.0
2011-05-23,16.2,8.4,22.3,0.0,0.0,221.7,13.6,36.5,1022.3,806,103953.0
2011-05-24,14.6,7.7,20.1,0.9,0.0,256.7,17.1,56.0,1021.4,552,282127.0
2011-05-25,13.7,5.3,20.0,0.0,0.0,218.0,13.0,43.2,1025.2,786,127849.0
2011-05-26,17.5,8.4,26.7,0.1,0.0,155.7,17.9,54.6,1011.3,600,290719.0
2011-05-27,14.0,8.2,18.4,0.5,0.0,249.3,19.3,48.2,1011.9,156,265947.0
2011-05-28,13.9,6.9,19.8,1.0,0.0,237.7,13.5,37.7,1015.1,362,96796.0
2011-05-29,16.9,12.0,22.7,0.1,0.0,232.3,14.9,40.3,1013.4,304,180512.0
2011-05-30,22.1,11.6,30.2,0.0,0.0,160.7,11.7,39.0,1012.9,856,117986.0
2011-05-31,17.2,11.2,23.7,7.0,0.0,245.0,14.4,44.9,1012.9,294,187603.0
2011-06-01,14.1,9.0,19.6,0.0,0.0,342.7,16.0,39.3,1026.3,694,471783.0
2011-06-02,16.3,6.6,23.5,0.0,0.0,122.0,11.8,37.9,1031.3,894,589026.0
2011-06-03,19.5,9.4,26.6,0.0,0.0,39.3,10.4,32.3,1028.9,906,129440.0
2011-06-04,21.6,12.2,28.9,6.1,0.0,54.0,10.5,36.0,1019.3,822,286274.0
2011-06-05,21.9,15.2,29.2,7.6,0.0,92.7,11.9,46.6,1008.8,614,90936.0
2011-06-06,21.6,16.9,28.9,7.6,0.0,162.7,10.5,46.2,1003.0,476,97872.0
2011-06-07,18.6,14.3,23.8,8.1,0.0,266.0,9.5,40.0,1004.6,278,48024.0
2011-06-08,16.2,11.6,22.0,13.2,0.0,233.3,14.3,49.4,1004.4,194,63770.0
2011-06-09,15.4,10.6,20.5,0.0,0.0,263.7,14.9,40.4,1012.6,494,287755.0
2011-06-10,15.5,9.0,21.1,1.1,0.0,246.0,9.0,35.5,1015.3,476,423383.0
2011-06-11,15.1,9.4,20.9,1.3,0.0,203.7,9.6,41.4,1015.9,408,60957.0
2011-06-12,15.7,9.0,21.2,0.0,0.0,268.7,6.5,25.1,1018.3,508,438590.0
2011-06-13,18.4,12.5,23.6,0.1,0.0,185.7,12.7,40.7,1015.1,414,60886.0
2011-06-14,18.0,11.6,22.0,2.6,0.0,272.3,11.5,35.5,1016.7,348,64345.0
2011-06-15,18.0,11.2,23.2,1.1,0.0,238.3,7.0,26.4,1016.5,408,19784.0
2011-06-16,19.4,13.6,25.4,4.1,0.0,192.0,11.1,55.5,1011.5,276,76897.0
2011-06-17,16.3,11.9,20.9,2.4,0.0,232.7,14.3,40.9,1011.4,398,206522.0
2011-06-18,15.8,11.7,21.3,1.0,0.0,199.0,18.2,53.8,1003.4,236,240277.0
2011-06-19,13.6,10.7,18.1,6.5,0.0,231.7,23.1,59.9,1006.1,148,443539.0
2011-06-20,14.1,10.1,17.9,4.6,0.0,227.0,14.4,42.1,1012.2,280,302366.0
2011-06-21,16.9,11.4,22.1,0.6,0.0,220.3,10.1,40.3,1012.3,208,93793.0
2011-06-22,17.7,12.6,23.9,13.0,0.0,210.3,12.3,68.1,1011.1,276,115010.0
2011-06-23,15.8,11.4,21.2,1.0,0.0,238.0,16.8,56.8,1013.7,370,241921.0
2011-06-24,13.7,9.6,18.5,1.7,0.0,257.0,14.4,49.0,1018.7,380,183499.0
2011-06-25,13.8,9.4,18.1,2.3,0.0,224.7,12.2,35.3,1022.1,208,142592.0
2011-06-26,18.0,13.8,23.1,0.0,0.0,210.3,8.5,26.6,1022.0,334,32842.0
2011-06-27,22.0,13.8,28.0,0.0,0.0,95.7,11.1,31.4,1020.8,914,30725.0
2011-06-28,23.6,16.4,29.6,0.1,0.0,105.0,13.7,36.1,1017.5,900,94580.0
2011-06-29,20.9,14.0,27.2,5.2,0.0,178.7,11.8,34.1,1015.5,478,72733.0
2011-06-30,15.0,10.5,18.8,1.1,0.0,299.7,16.8,44.9,1018.5,148,258087.0
2011-07-01,14.3,9.2,19.4,0.9,0.0,286.3,16.1,46.3,1019.1,518,286867.0
2011-07-02,13.0,10.4,15.2,12.6,0.0,287.0,20.5,48.6,1012.4,36,505688.0
2011-07-03,15.1,12.3,17.6,0.7,0.0,305.3,19.6,40.2,1010.0,56,78897.0
2011-07-04,15.3,12.6,18.4,5.3,0.0,312.0,13.2,28.9,1014.1,78,601303.0
2011-07-05,18.3,12.4,24.1,0.1,0.0,137.0,6.1,20.0,1013.8,586,169823.0
2011-07-06,20.2,13.8,26.9,1.8,0.0,133.7,11.0,49.3,1008.9,616,38508.0
2011-07-07,19.9,13.5,25.6,3.5,0.0,166.0,8.8,30.5,1009.5,574,42644.0
2011-07-08,19.4,15.1,24.2,0.2,0.0,227.3,12.4,39.6,1010.3,354,148191.0
2011-07-09,19.8,13.2,27.7,5.0,0.0,159.7,12.6,50.4,1014.4,470,432537.0
2011-07-10,19.6,14.3,24.7,3.9,0.0,108.0,8.4,25.4,1017.7,534,234143.0
2011-07-11,18.8,12.6,24.4,0.0,0.0,253.3,8.6,25.0,1018.4,522,87311.0
2011-07-12,19.9,12.0,26.1,0.5,0.0,82.0,8.4,27.4,1015.3,626,499155.0
2011-07-13,18.7,15.1,23.0,9.5,0.0,143.7,14.5,37.5,1008.5,102,143559.0
2011-07-14,16.1,13.2,19.6,1.6,0.0,222.0,23.4,55.9,1010.4,108,347869.0
2011-07-15,15.9,11.5,19.6,0.8,0.0,243.0,19.0,46.3,1013.7,234,430699.0
2011-07-16,19.0,11.4,25.5,6.6,0.0,179.3,13.7,37.8,1009.0,512,92564.0
2011-07-17,18.3,14.5,22.9,6.2,0.0,182.7,17.0,46.2,999.7,144,272287.0
2011-07-18,17.2,13.0,21.4,0.7,0.0,202.7,17.6,46.9,1002.0,404,194991.0
2011-07-19,17.8,12.1,23.5,0.0,0.0,164.3,9.2,27.8,1005.1,484,60036.0
2011-07-20,18.1,13.3,22.1,1.2,0.0,63.7,11.6,31.5,1005.5,244,222751.0
2011-07-21,16.5,13.4,19.5,6.6,0.0,325.0,15.5,38.3,1006.8,114,270853.0
2011-07-22,14.3,12.4,16.9,6.3,0.0,294.7,24.2,52.0,1005.6,58,581295.0
2011-07-23,14.1,11.1,17.2,3.5,0.0,255.0,21.0,48.1,1005.5,104,460298.0
2011-07-24,13.3,10.4,16.1,3.6,0.0,219.0,20.6,50.6,1005.4,172,381741.0
2011-07-25,14.8,10.6,19.2,0.6,0.0,197.3,8.9,23.4,1008.8,210,70818.0
2011-07-26,17.0,12.7,22.1,0.1,0.0,95.3,7.3,23.0,1013.0,332,12024.0
2011-07-27,18.2,13.3,24.1,0.7,0.0,145.0,7.0,28.3,1017.6,400,25560.0
2011-07-28,17.2,13.5,22.6,4.7,0.0,245.3,8.4,32.0,1017.8,162,57653.0
2011-07-29,15.9,13.8,18.4,15.4,0.0,297.7,17.0,40.3,1016.0,112,288847.0
2011-07-30,15.5,13.6,17.9,7.9,0.0,296.3,20.0,40.9,1012.8,30,408203.0
2011-07-31,15.3,12.8,17.6,2.3,0.0,296.3,13.7,32.2,1014.3,20,161681.0
2011-08-01,17.3,12.2,22.2,2.5,0.0,236.7,8.3,21.4,1016.5,304,433966.0
2011-08-02,20.3,13.1,26.2,0.1,0.0,89.7,10.0,28.6,1018.1,706,574275.0
2011-08-03,20.6,15.1,25.7,1.1,0.0,114.7,12.1,32.5,1016.1,414,240197.0
2011-08-04,20.1,16.2,24.7,2.7,0.0,151.3,8.4,24.7,1013.5,228,672100.0
2011-08-05,19.8,15.4,24.1,0.3,0.0,259.7,9.6,28.9,1012.0,370,210704.0
2011-08-06,20.5,15.7,25.9,5.6,0.0,109.3,9.9,33.1,1006.0,274,199173.0
2011-08-07,18.4,14.2,21.9,2.9,0.0,227.7,15.1,42.4,1004.0,192,111881.0
2011-08-08,15.4,12.8,19.5,6.2,0.0,212.0,16.6,56.4,1004.4,246,276608.0
2011-08-09,15.0,12.1,18.7,3.7,0.0,253.7,22.9,57.0,1012.2,180,326230.0
2011-08-10,15.0,11.6,19.1,6.6,0.0,255.0,16.4,47.2,1019.4,232,383597.0
2011-08-11,18.4,14.7,22.6,3.7,0.0,225.3,18.2,43.8,1010.5,182,71438.0
2011-08-12,17.6,15.5,20.8,7.3,0.0,244.7,10.9,31.8,1008.8,56,547395.0
2011-08-13,18.2,15.4,22.9,2.3,0.0,238.3,7.1,22.6,1009.1,250,21763.0
2011-08-14,18.5,14.5,22.3,10.2,0.0,150.0,10.7,35.3,1006.5,74,96692.0
2011-08-15,16.8,12.5,21.4,1.1,0.0,273.7,9.7,34.1,1013.7,302,78129.0
2011-08-16,16.6,11.0,21.3,0.2,0.0,217.3,7.2,27.1,1018.2,242,16981.0
2011-08-17,18.8,13.1,24.6,0.6,0.0,159.7,7.7,27.2,1016.3,424,29078.0
2011-08-18,19.6,13.1,26.1,12.3,0.0,71.0,6.9,41.9,1014.3,436,39301.0
2011-08-19,17.9,12.3,21.6,0.4,0.0,251.7,16.4,51.4,1013.7,210,315158.0
2011-08-20,17.4,10.2,23.9,0.0,0.0,207.3,10.5,30.2,1020.4,788,96416.0
2011-08-21,21.0,12.9,27.2,0.1,0.0,136.3,10.3,28.6,1016.0,388,77198.0
2011-08-22,20.2,15.7,24.2,0.3,0.0,295.7,10.8,32.0,1017.3,440,111799.0
2011-08-23,19.6,14.8,24.9,1.2,0.0,69.3,10.9,43.8,1015.7,286,144471.0
2011-08-24,21.0,15.8,27.1,10.2,0.0,140.0,8.9,52.9,1014.1,362,63176.0
2011-08-25,20.1,15.9,25.5,0.3,0.0,164.7,8.7,29.5,1014.4,336,41147.0
2011-08-26,22.6,17.1,29.9,13.6,0.0,117.3,14.9,59.0,1007.6,462,184980.0
2011-08-27,16.3,12.6,20.3,2.5,0.0,230.0,15.5,45.7,1010.6,108,214732.0
2011-08-28,14.8,10.9,19.4,1.0,0.0,217.0,16.7,44.6,1015.8,242,193948.0
2011-08-29,13.8,10.8,18.4,1.2,0.0,234.7,18.0,50.8,1013.0,228,239121.0
2011-08-30,13.2,10.0,17.3,0.3,0.0,245.0,15.0,35.5,1013.8,136,217692.0
2011-08-31,13.6,7.6,18.6,0.2,0.0,194.0,9.7,28.3,1013.8,326,60776.0
2011-09-01,13.9,8.6,19.2,0.0,0.0,208.0,7.1,20.0,1014.8,312,296240.0
2011-09-02,16.7,9.8,23.0,0.0,0.0,95.7,7.2,21.9,1013.9,566,107463.0
2011-09-03,20.9,13.2,28.1,0.5,0.0,124.3,8.3,21.8,1012.3,684,410302.0
2011-09-04,21.3,16.5,27.1,3.3,0.0,137.0,11.0,33.0,1009.6,226,354562.0
2011-09-05,16.9,11.9,20.8,2.4,0.0,247.7,13.2,48.0,1012.5,172,181839.0
2011-09-06,16.0,11.6,20.5,9.4,0.0,206.0,22.2,53.2,1014.9,346,217474.0
2011-09-07,14.9,12.5,18.1,4.9,0.0,238.0,20.9,59.8,1007.3,114,85604.0
2011-09-08,13.5,11.7,15.8,4.2,0.0,245.0,18.2,45.6,1006.6,18,520934.0
2011-09-09,15.4,12.5,18.4,1.4,0.0,219.7,8.0,23.1,1010.8,8,81471.0
2011-09-10,20.2,16.1,24.5,1.2,0.0,157.7,10.2,27.2,1010.9,300,152243.0
2011-09-11,19.6,15.5,24.9,8.6,0.0,188.0,11.3,48.0,1009.3,332,23552.0
2011-09-12,17.8,13.8,21.9,0.0,0.0,209.0,21.3,52.1,1009.3,240,672142.0
2011-09-13,17.3,13.1,21.3,0.0,0.0,244.3,19.7,51.1,1009.9,268,366249.0
2011-09-14,14.6,11.6,18.3,0.7,0.0,244.3,21.1,50.5,1014.2,292,376519.0
2011-09-15,13.6,8.8,17.8,0.1,0.0,227.3,14.4,38.8,1018.5,282,277519.0
2011-09-16,13.0,7.2,18.1,0.0,0.0,206.0,8.5,30.0,1018.3,384,52837.0
2011-09-17,15.9,10.9,20.8,2.9,0.0,175.7,12.6,33.7,1010.5,226,103330.0
2011-09-18,13.9,10.7,16.7,6.9,0.0,188.0,10.9,32.5,1004.5,58,76931.0
2011-09-19,12.9,9.1,17.6,0.0,0.0,212.0,10.8,28.3,1012.1,278,53089.0
2011-09-20,14.0,8.7,18.4,0.0,0.0,201.3,10.8,28.3,1021.5,304,62522.0
2011-09-21,15.5,11.8,19.6,0.0,0.0,204.0,12.6,32.1,1019.1,216,70984.0
2011-09-22,14.5,9.5,18.3,1.1,0.0,246.3,15.4,44.0,1017.0,240,191554.0
2011-09-23,12.5,7.6,18.0,0.0,0.0,207.3,9.5,29.2,1018.2,398,77798.0
2011-09-24,13.7,6.6,20.6,0.0,0.0,160.7,6.8,24.8,1017.6,614,23884.0
2011-09-25,15.0,8.5,22.7,0.0,0.0,129.3,6.3,19.2,1019.3,632,31031.0
2011-09-26,17.4,10.5,24.7,0.2,0.0,152.3,7.9,24.7,1022.7,488,30532.0
2011-09-27,16.0,10.6,21.0,0.6,0.0,219.3,6.2,18.9,1028.9,370,19341.0
2011-09-28,15.5,8.6,23.0,0.0,0.0,128.7,4.8,18.0,1030.6,624,9899.0
2011-09-29,16.8,10.2,24.0,0.0,0.0,151.7,6.4,17.0,1028.7,582,18108.0
